Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 91,145,964,0.3855932203389831,
airplane, 0, 10, 65, 0.0, 
bicycle, 0, 8, 67, 0.0, 
boat, 0, 10, 65, 0.0, 
car, 0, 10, 65, 0.0, 
chair, 2, 8, 65, 0.2, 
dog, 0, 10, 65, 0.0, 
keyboard, 10, 10, 55, 0.5, 
oven, 0, 10, 65, 0.0, 
bear, 0, 10, 65, 0.0, 
bird, 5, 9, 61, 0.35714285714285715, 
bottle, 0, 10, 65, 0.0, 
cat, 0, 10, 65, 0.0, 
clock, 63, 4, 8, 0.9402985074626866, 
elephant, 11, 6, 58, 0.6470588235294118, 
knife, 0, 10, 65, 0.0, 
truck, 0, 10, 65, 0.0, 
