Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 188,630,382,0.22982885085574573,
airplane, 3, 39, 33, 0.07142857142857142, 
bicycle, 9, 31, 35, 0.225, 
boat, 5, 45, 25, 0.1, 
car, 27, 31, 17, 0.46551724137931033, 
chair, 5, 37, 33, 0.11904761904761904, 
dog, 8, 41, 26, 0.16326530612244897, 
keyboard, 10, 47, 18, 0.17543859649122806, 
oven, 13, 36, 26, 0.2653061224489796, 
bear, 4, 46, 25, 0.08, 
bird, 1, 49, 25, 0.02, 
bottle, 27, 37, 11, 0.421875, 
cat, 10, 46, 19, 0.17857142857142858, 
clock, 34, 20, 21, 0.6296296296296297, 
elephant, 2, 46, 27, 0.041666666666666664, 
knife, 4, 43, 28, 0.0851063829787234, 
truck, 26, 36, 13, 0.41935483870967744, 
