Category, Shape_Choices, Texture_Choices, Other_Choices, Shape_Bias,
Total, 218, 530, 452, 0.2914438502673797, 
airplane, 5, 35, 35, 0.125, 
bicycle, 9, 32, 34, 0.21951219512195122, 
boat, 3, 37, 35, 0.075, 
car, 34, 24, 17, 0.5862068965517241, 
chair, 8, 32, 35, 0.2, 
dog, 6, 43, 26, 0.12244897959183673, 
keyboard, 3, 40, 32, 0.06976744186046512, 
oven, 19, 23, 33, 0.4523809523809524, 
bear, 3, 42, 30, 0.06666666666666667, 
bird, 3, 39, 33, 0.07142857142857142, 
bottle, 33, 26, 16, 0.559322033898305, 
cat, 12, 37, 26, 0.24489795918367346, 
clock, 50, 9, 16, 0.847457627118644, 
elephant, 4, 37, 34, 0.0975609756097561, 
knife, 6, 34, 35, 0.15, 
truck, 20, 40, 15, 0.3333333333333333, 
