Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 174,622,404,0.2185929648241206,
airplane, 3, 44, 28, 0.06382978723404255, 
bicycle, 7, 35, 33, 0.16666666666666666, 
boat, 3, 43, 29, 0.06521739130434782, 
car, 25, 33, 17, 0.43103448275862066, 
chair, 4, 37, 34, 0.0975609756097561, 
dog, 8, 38, 29, 0.17391304347826086, 
keyboard, 5, 49, 21, 0.09259259259259259, 
oven, 8, 35, 32, 0.18604651162790697, 
bear, 7, 41, 27, 0.14583333333333334, 
bird, 0, 50, 25, 0.0, 
bottle, 31, 29, 15, 0.5166666666666667, 
cat, 10, 40, 25, 0.2, 
clock, 40, 17, 18, 0.7017543859649122, 
elephant, 2, 43, 30, 0.044444444444444446, 
knife, 2, 45, 28, 0.0425531914893617, 
truck, 19, 43, 13, 0.3064516129032258, 
