Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 292,430,478,0.40443213296398894,
airplane, 5, 34, 36, 0.1282051282051282, 
bicycle, 20, 20, 35, 0.5, 
boat, 3, 34, 38, 0.08108108108108109, 
car, 24, 23, 28, 0.5106382978723404, 
chair, 15, 24, 36, 0.38461538461538464, 
dog, 5, 33, 37, 0.13157894736842105, 
keyboard, 10, 37, 28, 0.2127659574468085, 
oven, 30, 19, 26, 0.6122448979591837, 
bear, 8, 33, 34, 0.1951219512195122, 
bird, 12, 31, 32, 0.27906976744186046, 
bottle, 42, 18, 15, 0.7, 
cat, 18, 28, 29, 0.391304347826087, 
clock, 52, 11, 12, 0.8253968253968254, 
elephant, 13, 24, 38, 0.35135135135135137, 
knife, 6, 29, 40, 0.17142857142857143, 
truck, 29, 32, 14, 0.47540983606557374, 
