Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 202,150,848,0.5738636363636364,
airplane, 3, 11, 61, 0.21428571428571427, 
bicycle, 4, 10, 61, 0.2857142857142857, 
boat, 1, 12, 62, 0.07692307692307693, 
car, 3, 13, 59, 0.1875, 
chair, 1, 9, 65, 0.1, 
dog, 10, 7, 58, 0.5882352941176471, 
keyboard, 11, 13, 51, 0.4583333333333333, 
oven, 18, 10, 47, 0.6428571428571429, 
bear, 11, 4, 60, 0.7333333333333333, 
bird, 2, 11, 62, 0.15384615384615385, 
bottle, 27, 10, 38, 0.7297297297297297, 
cat, 39, 6, 30, 0.8666666666666667, 
clock, 38, 2, 35, 0.95, 
elephant, 7, 9, 59, 0.4375, 
knife, 23, 10, 42, 0.696969696969697, 
truck, 4, 13, 58, 0.23529411764705882, 
