Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 196,564,440,0.2578947368421053,
airplane, 2, 39, 34, 0.04878048780487805, 
bicycle, 13, 29, 33, 0.30952380952380953, 
boat, 5, 41, 29, 0.10869565217391304, 
car, 20, 28, 27, 0.4166666666666667, 
chair, 19, 34, 22, 0.3584905660377358, 
dog, 6, 30, 39, 0.16666666666666666, 
keyboard, 10, 44, 21, 0.18518518518518517, 
oven, 14, 34, 27, 0.2916666666666667, 
bear, 3, 39, 33, 0.07142857142857142, 
bird, 1, 40, 34, 0.024390243902439025, 
bottle, 23, 31, 21, 0.42592592592592593, 
cat, 10, 36, 29, 0.21739130434782608, 
clock, 44, 17, 14, 0.7213114754098361, 
elephant, 3, 40, 32, 0.06976744186046512, 
knife, 5, 37, 33, 0.11904761904761904, 
truck, 18, 45, 12, 0.2857142857142857, 
