Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 186,593,421,0.23876765083440307,
airplane, 3, 39, 33, 0.07142857142857142, 
bicycle, 11, 32, 32, 0.2558139534883721, 
boat, 4, 40, 31, 0.09090909090909091, 
car, 21, 31, 23, 0.40384615384615385, 
chair, 3, 41, 31, 0.06818181818181818, 
dog, 9, 36, 30, 0.2, 
keyboard, 8, 48, 19, 0.14285714285714285, 
oven, 7, 34, 34, 0.17073170731707318, 
bear, 2, 45, 28, 0.0425531914893617, 
bird, 1, 43, 31, 0.022727272727272728, 
bottle, 29, 29, 17, 0.5, 
cat, 12, 32, 31, 0.2727272727272727, 
clock, 48, 14, 13, 0.7741935483870968, 
elephant, 4, 48, 23, 0.07692307692307693, 
knife, 3, 46, 26, 0.061224489795918366, 
truck, 21, 35, 19, 0.375, 
