Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 179,145,876,0.5524691358024691,
airplane, 4, 12, 59, 0.25, 
bicycle, 6, 8, 61, 0.42857142857142855, 
boat, 2, 7, 66, 0.2222222222222222, 
car, 8, 9, 58, 0.47058823529411764, 
chair, 6, 10, 59, 0.375, 
dog, 32, 2, 41, 0.9411764705882353, 
keyboard, 7, 14, 54, 0.3333333333333333, 
oven, 1, 12, 62, 0.07692307692307693, 
bear, 6, 14, 55, 0.3, 
bird, 4, 9, 62, 0.3076923076923077, 
bottle, 50, 7, 18, 0.8771929824561403, 
cat, 14, 6, 55, 0.7, 
clock, 14, 5, 56, 0.7368421052631579, 
elephant, 9, 7, 59, 0.5625, 
knife, 4, 10, 61, 0.2857142857142857, 
truck, 12, 13, 50, 0.48, 
