Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 287,393,520,0.42205882352941176,
airplane, 7, 24, 44, 0.22580645161290322, 
bicycle, 21, 18, 36, 0.5384615384615384, 
boat, 4, 31, 40, 0.11428571428571428, 
car, 22, 26, 27, 0.4583333333333333, 
chair, 14, 23, 38, 0.3783783783783784, 
dog, 4, 33, 38, 0.10810810810810811, 
keyboard, 12, 33, 30, 0.26666666666666666, 
oven, 29, 18, 28, 0.6170212765957447, 
bear, 4, 31, 40, 0.11428571428571428, 
bird, 15, 31, 29, 0.32608695652173914, 
bottle, 44, 15, 16, 0.7457627118644068, 
cat, 16, 26, 33, 0.38095238095238093, 
clock, 56, 7, 12, 0.8888888888888888, 
elephant, 13, 23, 39, 0.3611111111111111, 
knife, 3, 27, 45, 0.1, 
truck, 23, 27, 25, 0.46, 
