Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 186,452,562,0.29153605015673983,
airplane, 9, 25, 41, 0.2647058823529412, 
bicycle, 10, 25, 40, 0.2857142857142857, 
boat, 3, 30, 42, 0.09090909090909091, 
car, 14, 29, 32, 0.32558139534883723, 
chair, 24, 24, 27, 0.5, 
dog, 1, 32, 42, 0.030303030303030304, 
keyboard, 10, 33, 32, 0.23255813953488372, 
oven, 4, 28, 43, 0.125, 
bear, 1, 28, 46, 0.034482758620689655, 
bird, 6, 38, 31, 0.13636363636363635, 
bottle, 15, 26, 34, 0.36585365853658536, 
cat, 16, 28, 31, 0.36363636363636365, 
clock, 48, 10, 17, 0.8275862068965517, 
elephant, 5, 25, 45, 0.16666666666666666, 
knife, 3, 35, 37, 0.07894736842105263, 
truck, 17, 36, 22, 0.32075471698113206, 
