Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 258,437,505,0.3712230215827338,
airplane, 4, 30, 41, 0.11764705882352941, 
bicycle, 11, 25, 39, 0.3055555555555556, 
boat, 3, 29, 43, 0.09375, 
car, 27, 25, 23, 0.5192307692307693, 
chair, 14, 24, 37, 0.3684210526315789, 
dog, 7, 29, 39, 0.19444444444444445, 
keyboard, 10, 40, 25, 0.2, 
oven, 32, 20, 23, 0.6153846153846154, 
bear, 7, 33, 35, 0.175, 
bird, 5, 34, 36, 0.1282051282051282, 
bottle, 35, 20, 20, 0.6363636363636364, 
cat, 14, 31, 30, 0.3111111111111111, 
clock, 53, 10, 12, 0.8412698412698413, 
elephant, 6, 30, 39, 0.16666666666666666, 
knife, 3, 33, 39, 0.08333333333333333, 
truck, 27, 24, 24, 0.5294117647058824, 
