Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 219,390,591,0.35960591133004927,
airplane, 3, 32, 40, 0.08571428571428572, 
bicycle, 21, 19, 35, 0.525, 
boat, 17, 28, 30, 0.37777777777777777, 
car, 22, 20, 33, 0.5238095238095238, 
chair, 17, 20, 38, 0.4594594594594595, 
dog, 5, 21, 49, 0.19230769230769232, 
keyboard, 4, 29, 42, 0.12121212121212122, 
oven, 10, 28, 37, 0.2631578947368421, 
bear, 5, 23, 47, 0.17857142857142858, 
bird, 8, 28, 39, 0.2222222222222222, 
bottle, 20, 25, 30, 0.4444444444444444, 
cat, 18, 25, 32, 0.4186046511627907, 
clock, 36, 15, 24, 0.7058823529411765, 
elephant, 4, 19, 52, 0.17391304347826086, 
knife, 3, 31, 41, 0.08823529411764706, 
truck, 26, 27, 22, 0.49056603773584906, 
