Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 256,453,491,0.3610719322990127,
airplane, 3, 36, 36, 0.07692307692307693, 
bicycle, 22, 19, 34, 0.5365853658536586, 
boat, 2, 31, 42, 0.06060606060606061, 
car, 24, 26, 25, 0.48, 
chair, 14, 23, 38, 0.3783783783783784, 
dog, 7, 38, 30, 0.15555555555555556, 
keyboard, 10, 31, 34, 0.24390243902439024, 
oven, 27, 23, 25, 0.54, 
bear, 5, 40, 30, 0.1111111111111111, 
bird, 6, 31, 38, 0.16216216216216217, 
bottle, 35, 25, 15, 0.5833333333333334, 
cat, 15, 30, 30, 0.3333333333333333, 
clock, 48, 7, 20, 0.8727272727272727, 
elephant, 10, 27, 38, 0.2702702702702703, 
knife, 2, 39, 34, 0.04878048780487805, 
truck, 26, 27, 22, 0.49056603773584906, 
