Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 198,552,450,0.264,
airplane, 3, 34, 38, 0.08108108108108109, 
bicycle, 7, 31, 37, 0.18421052631578946, 
boat, 4, 34, 37, 0.10526315789473684, 
car, 25, 32, 18, 0.43859649122807015, 
chair, 5, 34, 36, 0.1282051282051282, 
dog, 10, 33, 32, 0.23255813953488372, 
keyboard, 15, 35, 25, 0.3, 
oven, 7, 32, 36, 0.1794871794871795, 
bear, 3, 41, 31, 0.06818181818181818, 
bird, 3, 45, 27, 0.0625, 
bottle, 34, 26, 15, 0.5666666666666667, 
cat, 11, 35, 29, 0.2391304347826087, 
clock, 34, 29, 12, 0.5396825396825397, 
elephant, 5, 40, 30, 0.1111111111111111, 
knife, 1, 37, 37, 0.02631578947368421, 
truck, 31, 34, 10, 0.47692307692307695, 
