Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 237,162,801,0.5939849624060151,
airplane, 3, 13, 59, 0.1875, 
bicycle, 17, 10, 48, 0.6296296296296297, 
boat, 4, 14, 57, 0.2222222222222222, 
car, 14, 15, 46, 0.4827586206896552, 
chair, 4, 10, 61, 0.2857142857142857, 
dog, 15, 6, 54, 0.7142857142857143, 
keyboard, 7, 9, 59, 0.4375, 
oven, 46, 3, 26, 0.9387755102040817, 
bear, 4, 10, 61, 0.2857142857142857, 
bird, 11, 13, 51, 0.4583333333333333, 
bottle, 47, 11, 17, 0.8103448275862069, 
cat, 12, 6, 57, 0.6666666666666666, 
clock, 18, 7, 50, 0.72, 
elephant, 11, 7, 57, 0.6111111111111112, 
knife, 11, 13, 51, 0.4583333333333333, 
truck, 13, 15, 47, 0.4642857142857143, 
