Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 258,257,685,0.5009708737864078,
airplane, 2, 15, 58, 0.11764705882352941, 
bicycle, 18, 15, 42, 0.5454545454545454, 
boat, 14, 14, 47, 0.5, 
car, 22, 20, 33, 0.5238095238095238, 
chair, 5, 12, 58, 0.29411764705882354, 
dog, 15, 16, 44, 0.4838709677419355, 
keyboard, 6, 22, 47, 0.21428571428571427, 
oven, 37, 13, 25, 0.74, 
bear, 6, 15, 54, 0.2857142857142857, 
bird, 16, 17, 42, 0.48484848484848486, 
bottle, 31, 16, 28, 0.6595744680851063, 
cat, 16, 13, 46, 0.5517241379310345, 
clock, 39, 6, 30, 0.8666666666666667, 
elephant, 10, 17, 48, 0.37037037037037035, 
knife, 1, 25, 49, 0.038461538461538464, 
truck, 20, 21, 34, 0.4878048780487805, 
