Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 211,488,501,0.30185979971387694,
airplane, 4, 35, 36, 0.10256410256410256, 
bicycle, 23, 18, 34, 0.5609756097560976, 
boat, 4, 35, 36, 0.10256410256410256, 
car, 35, 20, 20, 0.6363636363636364, 
chair, 7, 32, 36, 0.1794871794871795, 
dog, 5, 30, 40, 0.14285714285714285, 
keyboard, 5, 44, 26, 0.10204081632653061, 
oven, 6, 34, 35, 0.15, 
bear, 1, 37, 37, 0.02631578947368421, 
bird, 0, 38, 37, 0.0, 
bottle, 28, 28, 19, 0.5, 
cat, 15, 23, 37, 0.39473684210526316, 
clock, 43, 16, 16, 0.7288135593220338, 
elephant, 3, 32, 40, 0.08571428571428572, 
knife, 4, 37, 34, 0.0975609756097561, 
truck, 28, 29, 18, 0.49122807017543857, 
