Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 180,651,369,0.21660649819494585,
airplane, 2, 41, 32, 0.046511627906976744, 
bicycle, 12, 28, 35, 0.3, 
boat, 5, 39, 31, 0.11363636363636363, 
car, 20, 31, 24, 0.39215686274509803, 
chair, 1, 45, 29, 0.021739130434782608, 
dog, 8, 47, 20, 0.14545454545454545, 
keyboard, 10, 47, 18, 0.17543859649122806, 
oven, 13, 37, 25, 0.26, 
bear, 2, 50, 23, 0.038461538461538464, 
bird, 2, 55, 18, 0.03508771929824561, 
bottle, 27, 35, 13, 0.43548387096774194, 
cat, 7, 44, 24, 0.13725490196078433, 
clock, 44, 20, 11, 0.6875, 
elephant, 3, 49, 23, 0.057692307692307696, 
knife, 3, 43, 29, 0.06521739130434782, 
truck, 21, 40, 14, 0.3442622950819672, 
