Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 196,515,489,0.27566807313642755,
airplane, 2, 31, 42, 0.06060606060606061, 
bicycle, 15, 27, 33, 0.35714285714285715, 
boat, 2, 36, 37, 0.05263157894736842, 
car, 26, 25, 24, 0.5098039215686274, 
chair, 3, 31, 41, 0.08823529411764706, 
dog, 6, 35, 34, 0.14634146341463414, 
keyboard, 11, 46, 18, 0.19298245614035087, 
oven, 12, 30, 33, 0.2857142857142857, 
bear, 3, 39, 33, 0.07142857142857142, 
bird, 1, 37, 37, 0.02631578947368421, 
bottle, 33, 23, 19, 0.5892857142857143, 
cat, 8, 32, 35, 0.2, 
clock, 44, 13, 18, 0.7719298245614035, 
elephant, 5, 37, 33, 0.11904761904761904, 
knife, 5, 35, 35, 0.125, 
truck, 20, 38, 17, 0.3448275862068966, 
