Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 290,155,755,0.651685393258427,
airplane, 3, 9, 63, 0.25, 
bicycle, 22, 10, 43, 0.6875, 
boat, 7, 10, 58, 0.4117647058823529, 
car, 12, 14, 49, 0.46153846153846156, 
chair, 14, 11, 50, 0.56, 
dog, 23, 4, 48, 0.8518518518518519, 
keyboard, 14, 11, 50, 0.56, 
oven, 16, 11, 48, 0.5925925925925926, 
bear, 3, 12, 60, 0.2, 
bird, 13, 13, 49, 0.5, 
bottle, 47, 8, 20, 0.8545454545454545, 
cat, 23, 8, 44, 0.7419354838709677, 
clock, 54, 1, 20, 0.9818181818181818, 
elephant, 1, 10, 64, 0.09090909090909091, 
knife, 15, 11, 49, 0.5769230769230769, 
truck, 23, 12, 40, 0.6571428571428571, 
