Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 214,565,421,0.27471116816431324,
airplane, 5, 39, 31, 0.11363636363636363, 
bicycle, 11, 30, 34, 0.2682926829268293, 
boat, 4, 40, 31, 0.09090909090909091, 
car, 32, 26, 17, 0.5517241379310345, 
chair, 8, 43, 24, 0.1568627450980392, 
dog, 8, 38, 29, 0.17391304347826086, 
keyboard, 11, 43, 21, 0.2037037037037037, 
oven, 13, 25, 37, 0.34210526315789475, 
bear, 5, 41, 29, 0.10869565217391304, 
bird, 1, 43, 31, 0.022727272727272728, 
bottle, 29, 27, 19, 0.5178571428571429, 
cat, 8, 38, 29, 0.17391304347826086, 
clock, 50, 12, 13, 0.8064516129032258, 
elephant, 3, 42, 30, 0.06666666666666667, 
knife, 9, 41, 25, 0.18, 
truck, 17, 37, 21, 0.3148148148148148, 
