Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 196,565,439,0.2575558475689882,
airplane, 2, 40, 33, 0.047619047619047616, 
bicycle, 10, 29, 36, 0.2564102564102564, 
boat, 3, 38, 34, 0.07317073170731707, 
car, 19, 31, 25, 0.38, 
chair, 17, 33, 25, 0.34, 
dog, 9, 35, 31, 0.20454545454545456, 
keyboard, 11, 39, 25, 0.22, 
oven, 8, 39, 28, 0.1702127659574468, 
bear, 4, 40, 31, 0.09090909090909091, 
bird, 4, 38, 33, 0.09523809523809523, 
bottle, 32, 29, 14, 0.5245901639344263, 
cat, 10, 39, 26, 0.20408163265306123, 
clock, 34, 25, 16, 0.576271186440678, 
elephant, 4, 33, 38, 0.10810810810810811, 
knife, 0, 47, 28, 0.0, 
truck, 29, 30, 16, 0.4915254237288136, 
