Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 224,184,792,0.5490196078431373,
airplane, 16, 9, 50, 0.64, 
bicycle, 11, 13, 51, 0.4583333333333333, 
boat, 6, 12, 57, 0.3333333333333333, 
car, 7, 12, 56, 0.3684210526315789, 
chair, 6, 14, 55, 0.3, 
dog, 20, 13, 42, 0.6060606060606061, 
keyboard, 5, 12, 58, 0.29411764705882354, 
oven, 16, 12, 47, 0.5714285714285714, 
bear, 5, 7, 63, 0.4166666666666667, 
bird, 13, 13, 49, 0.5, 
bottle, 25, 9, 41, 0.7352941176470589, 
cat, 20, 11, 44, 0.6451612903225806, 
clock, 26, 9, 40, 0.7428571428571429, 
elephant, 15, 10, 50, 0.6, 
knife, 23, 10, 42, 0.696969696969697, 
truck, 10, 18, 47, 0.35714285714285715, 
