Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 209,531,460,0.28243243243243243,
airplane, 5, 37, 33, 0.11904761904761904, 
bicycle, 10, 25, 40, 0.2857142857142857, 
boat, 6, 33, 36, 0.15384615384615385, 
car, 24, 26, 25, 0.48, 
chair, 7, 36, 32, 0.16279069767441862, 
dog, 9, 34, 32, 0.20930232558139536, 
keyboard, 5, 41, 29, 0.10869565217391304, 
oven, 10, 26, 39, 0.2777777777777778, 
bear, 4, 43, 28, 0.0851063829787234, 
bird, 2, 41, 32, 0.046511627906976744, 
bottle, 32, 31, 12, 0.5079365079365079, 
cat, 12, 37, 26, 0.24489795918367346, 
clock, 46, 12, 17, 0.7931034482758621, 
elephant, 4, 33, 38, 0.10810810810810811, 
knife, 6, 42, 27, 0.125, 
truck, 27, 34, 14, 0.4426229508196721, 
