Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 353,185,662,0.6561338289962825,
airplane, 14, 8, 53, 0.6363636363636364, 
bicycle, 27, 4, 44, 0.8709677419354839, 
boat, 6, 15, 54, 0.2857142857142857, 
car, 20, 14, 41, 0.5882352941176471, 
chair, 20, 10, 45, 0.6666666666666666, 
dog, 20, 12, 43, 0.625, 
keyboard, 15, 12, 48, 0.5555555555555556, 
oven, 34, 4, 37, 0.8947368421052632, 
bear, 5, 19, 51, 0.20833333333333334, 
bird, 6, 14, 55, 0.3, 
bottle, 33, 16, 26, 0.673469387755102, 
cat, 21, 10, 44, 0.6774193548387096, 
clock, 64, 3, 8, 0.9552238805970149, 
elephant, 15, 17, 43, 0.46875, 
knife, 17, 15, 43, 0.53125, 
truck, 36, 12, 27, 0.75, 
