Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 190,591,419,0.24327784891165172,
airplane, 1, 36, 38, 0.02702702702702703, 
bicycle, 7, 30, 38, 0.1891891891891892, 
boat, 7, 41, 27, 0.14583333333333334, 
car, 23, 29, 23, 0.4423076923076923, 
chair, 4, 37, 34, 0.0975609756097561, 
dog, 6, 36, 33, 0.14285714285714285, 
keyboard, 10, 42, 23, 0.19230769230769232, 
oven, 10, 34, 31, 0.22727272727272727, 
bear, 3, 46, 26, 0.061224489795918366, 
bird, 3, 46, 26, 0.061224489795918366, 
bottle, 31, 31, 13, 0.5, 
cat, 6, 46, 23, 0.11538461538461539, 
clock, 49, 11, 15, 0.8166666666666667, 
elephant, 4, 44, 27, 0.08333333333333333, 
knife, 4, 42, 29, 0.08695652173913043, 
truck, 22, 40, 13, 0.3548387096774194, 
