Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 283,259,658,0.522140221402214,
airplane, 6, 16, 53, 0.2727272727272727, 
bicycle, 19, 15, 41, 0.5588235294117647, 
boat, 14, 13, 48, 0.5185185185185185, 
car, 30, 14, 31, 0.6818181818181818, 
chair, 30, 10, 35, 0.75, 
dog, 9, 21, 45, 0.3, 
keyboard, 8, 21, 46, 0.27586206896551724, 
oven, 26, 17, 32, 0.6046511627906976, 
bear, 4, 20, 51, 0.16666666666666666, 
bird, 11, 19, 45, 0.36666666666666664, 
bottle, 32, 14, 29, 0.6956521739130435, 
cat, 21, 15, 39, 0.5833333333333334, 
clock, 46, 6, 23, 0.8846153846153846, 
elephant, 3, 16, 56, 0.15789473684210525, 
knife, 2, 18, 55, 0.1, 
truck, 22, 24, 29, 0.4782608695652174, 
