Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 222,403,575,0.3552,
airplane, 9, 28, 38, 0.24324324324324326, 
bicycle, 13, 21, 41, 0.38235294117647056, 
boat, 14, 28, 33, 0.3333333333333333, 
car, 11, 25, 39, 0.3055555555555556, 
chair, 8, 22, 45, 0.26666666666666666, 
dog, 6, 29, 40, 0.17142857142857143, 
keyboard, 8, 32, 35, 0.2, 
oven, 26, 14, 35, 0.65, 
bear, 5, 31, 39, 0.1388888888888889, 
bird, 1, 33, 41, 0.029411764705882353, 
bottle, 9, 29, 37, 0.23684210526315788, 
cat, 22, 24, 29, 0.4782608695652174, 
clock, 52, 9, 14, 0.8524590163934426, 
elephant, 9, 23, 43, 0.28125, 
knife, 8, 30, 37, 0.21052631578947367, 
truck, 21, 25, 29, 0.45652173913043476, 
