Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 206,273,721,0.430062630480167,
airplane, 2, 23, 50, 0.08, 
bicycle, 22, 16, 37, 0.5789473684210527, 
boat, 2, 18, 55, 0.1, 
car, 19, 18, 38, 0.5135135135135135, 
chair, 10, 16, 49, 0.38461538461538464, 
dog, 8, 14, 53, 0.36363636363636365, 
keyboard, 4, 24, 47, 0.14285714285714285, 
oven, 14, 17, 44, 0.45161290322580644, 
bear, 5, 16, 54, 0.23809523809523808, 
bird, 7, 17, 51, 0.2916666666666667, 
bottle, 47, 10, 18, 0.8245614035087719, 
cat, 15, 17, 43, 0.46875, 
clock, 26, 10, 39, 0.7222222222222222, 
elephant, 6, 13, 56, 0.3157894736842105, 
knife, 11, 20, 44, 0.3548387096774194, 
truck, 8, 24, 43, 0.25, 
