Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 315,155,730,0.6702127659574468,
airplane, 4, 12, 59, 0.25, 
bicycle, 13, 9, 53, 0.5909090909090909, 
boat, 3, 11, 61, 0.21428571428571427, 
car, 15, 15, 45, 0.5, 
chair, 24, 8, 43, 0.75, 
dog, 38, 5, 32, 0.8837209302325582, 
keyboard, 12, 10, 53, 0.5454545454545454, 
oven, 28, 9, 38, 0.7567567567567568, 
bear, 2, 18, 55, 0.1, 
bird, 8, 11, 56, 0.42105263157894735, 
bottle, 28, 10, 37, 0.7368421052631579, 
cat, 27, 9, 39, 0.75, 
clock, 51, 2, 22, 0.9622641509433962, 
elephant, 20, 8, 47, 0.7142857142857143, 
knife, 24, 10, 41, 0.7058823529411765, 
truck, 18, 8, 49, 0.6923076923076923, 
