Category, Shape_Choices, Texture_Choices, Other_Choices, Shape_Bias, Total, 235, 497, 468, 0.32103825136612024, 
airplane, 5, 33, 37, 0.13157894736842105, 
bicycle, 16, 27, 32, 0.37209302325581395, 
boat, 5, 36, 34, 0.12195121951219512, 
car, 29, 23, 23, 0.5576923076923077, 
chair, 13, 34, 28, 0.2765957446808511, 
dog, 7, 34, 34, 0.17073170731707318, 
keyboard, 5, 39, 31, 0.11363636363636363, 
oven, 20, 20, 35, 0.5, 
bear, 5, 46, 24, 0.09803921568627451, 
bird, 3, 34, 38, 0.08108108108108109, 
bottle, 32, 23, 20, 0.5818181818181818, 
cat, 11, 34, 30, 0.24444444444444444, 
clock, 47, 11, 17, 0.8103448275862069, 
elephant, 6, 34, 35, 0.15, 
knife, 2, 39, 34, 0.04878048780487805, 
truck, 29, 30, 16, 0.4915254237288136, 
