Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 198,547,455,0.2657718120805369,
airplane, 3, 39, 33, 0.07142857142857142, 
bicycle, 12, 26, 37, 0.3157894736842105, 
boat, 2, 36, 37, 0.05263157894736842, 
car, 24, 25, 26, 0.4897959183673469, 
chair, 5, 32, 38, 0.13513513513513514, 
dog, 4, 38, 33, 0.09523809523809523, 
keyboard, 7, 46, 22, 0.1320754716981132, 
oven, 16, 27, 32, 0.37209302325581395, 
bear, 5, 47, 23, 0.09615384615384616, 
bird, 2, 42, 31, 0.045454545454545456, 
bottle, 39, 24, 12, 0.6190476190476191, 
cat, 11, 40, 24, 0.21568627450980393, 
clock, 42, 11, 22, 0.7924528301886793, 
elephant, 4, 38, 33, 0.09523809523809523, 
knife, 0, 40, 35, 0.0, 
truck, 22, 36, 17, 0.3793103448275862, 
