Category, Shape_Choices, Texture_Choices, Other_Choices, Shape_Bias, Total, 181, 604, 415, 0.23057324840764332, 
airplane, 4, 36, 35, 0.1, 
bicycle, 11, 33, 31, 0.25, 
boat, 6, 38, 31, 0.13636363636363635, 
car, 19, 36, 20, 0.34545454545454546, 
chair, 4, 41, 30, 0.08888888888888889, 
dog, 10, 44, 21, 0.18518518518518517, 
keyboard, 9, 39, 27, 0.1875, 
oven, 8, 32, 35, 0.2, 
bear, 1, 46, 28, 0.02127659574468085, 
bird, 1, 48, 26, 0.02040816326530612, 
bottle, 26, 38, 11, 0.40625, 
cat, 13, 40, 22, 0.24528301886792453, 
clock, 41, 15, 19, 0.7321428571428571, 
elephant, 2, 40, 33, 0.047619047619047616, 
knife, 4, 38, 33, 0.09523809523809523, 
truck, 22, 40, 13, 0.3548387096774194, 
