Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 219,583,398,0.2730673316708229,
airplane, 3, 41, 31, 0.06818181818181818, 
bicycle, 5, 39, 31, 0.11363636363636363, 
boat, 2, 43, 30, 0.044444444444444446, 
car, 25, 31, 19, 0.44642857142857145, 
chair, 13, 35, 27, 0.2708333333333333, 
dog, 8, 39, 28, 0.1702127659574468, 
keyboard, 14, 46, 15, 0.23333333333333334, 
oven, 16, 31, 28, 0.3404255319148936, 
bear, 7, 39, 29, 0.15217391304347827, 
bird, 3, 44, 28, 0.06382978723404255, 
bottle, 34, 27, 14, 0.5573770491803278, 
cat, 14, 38, 23, 0.2692307692307692, 
clock, 45, 16, 14, 0.7377049180327869, 
elephant, 4, 40, 31, 0.09090909090909091, 
knife, 4, 34, 37, 0.10526315789473684, 
truck, 22, 40, 13, 0.3548387096774194, 
