Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 190,623,387,0.23370233702337023,
airplane, 9, 33, 33, 0.21428571428571427, 
bicycle, 7, 34, 34, 0.17073170731707318, 
boat, 1, 47, 27, 0.020833333333333332, 
car, 21, 32, 22, 0.39622641509433965, 
chair, 2, 43, 30, 0.044444444444444446, 
dog, 8, 40, 27, 0.16666666666666666, 
keyboard, 9, 43, 23, 0.17307692307692307, 
oven, 12, 37, 26, 0.24489795918367346, 
bear, 5, 45, 25, 0.1, 
bird, 1, 48, 26, 0.02040816326530612, 
bottle, 35, 35, 5, 0.5, 
cat, 9, 43, 23, 0.17307692307692307, 
clock, 39, 17, 19, 0.6964285714285714, 
elephant, 4, 41, 30, 0.08888888888888889, 
knife, 4, 47, 24, 0.0784313725490196, 
truck, 24, 38, 13, 0.3870967741935484, 
