Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 171,631,398,0.21321695760598502,
airplane, 1, 46, 28, 0.02127659574468085, 
bicycle, 2, 40, 33, 0.047619047619047616, 
boat, 5, 44, 26, 0.10204081632653061, 
car, 19, 33, 23, 0.36538461538461536, 
chair, 10, 38, 27, 0.20833333333333334, 
dog, 10, 41, 24, 0.19607843137254902, 
keyboard, 15, 39, 21, 0.2777777777777778, 
oven, 8, 39, 28, 0.1702127659574468, 
bear, 1, 44, 30, 0.022222222222222223, 
bird, 2, 45, 28, 0.0425531914893617, 
bottle, 24, 35, 16, 0.4067796610169492, 
cat, 10, 44, 21, 0.18518518518518517, 
clock, 38, 19, 18, 0.6666666666666666, 
elephant, 2, 41, 32, 0.046511627906976744, 
knife, 2, 43, 30, 0.044444444444444446, 
truck, 22, 40, 13, 0.3548387096774194, 
