Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 165,611,424,0.21262886597938144,
airplane, 5, 41, 29, 0.10869565217391304, 
bicycle, 7, 31, 37, 0.18421052631578946, 
boat, 3, 41, 31, 0.06818181818181818, 
car, 26, 36, 13, 0.41935483870967744, 
chair, 5, 35, 35, 0.125, 
dog, 6, 36, 33, 0.14285714285714285, 
keyboard, 7, 49, 19, 0.125, 
oven, 5, 34, 36, 0.1282051282051282, 
bear, 4, 43, 28, 0.0851063829787234, 
bird, 1, 46, 28, 0.02127659574468085, 
bottle, 31, 28, 16, 0.5254237288135594, 
cat, 7, 42, 26, 0.14285714285714285, 
clock, 33, 16, 26, 0.673469387755102, 
elephant, 3, 47, 25, 0.06, 
knife, 3, 44, 28, 0.06382978723404255, 
truck, 19, 42, 14, 0.3114754098360656, 
