Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 297,169,734,0.6373390557939914,
airplane, 10, 7, 58, 0.5882352941176471, 
bicycle, 20, 6, 49, 0.7692307692307693, 
boat, 10, 8, 57, 0.5555555555555556, 
car, 14, 10, 51, 0.5833333333333334, 
chair, 15, 10, 50, 0.6, 
dog, 17, 9, 49, 0.6538461538461539, 
keyboard, 15, 12, 48, 0.5555555555555556, 
oven, 30, 8, 37, 0.7894736842105263, 
bear, 4, 17, 54, 0.19047619047619047, 
bird, 9, 12, 54, 0.42857142857142855, 
bottle, 36, 10, 29, 0.782608695652174, 
cat, 16, 13, 46, 0.5517241379310345, 
clock, 52, 5, 18, 0.9122807017543859, 
elephant, 7, 14, 54, 0.3333333333333333, 
knife, 7, 13, 55, 0.35, 
truck, 35, 15, 25, 0.7, 
