Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 240,468,492,0.3389830508474576,
airplane, 7, 30, 38, 0.1891891891891892, 
bicycle, 20, 20, 35, 0.5, 
boat, 7, 30, 38, 0.1891891891891892, 
car, 23, 27, 25, 0.46, 
chair, 13, 25, 37, 0.34210526315789475, 
dog, 11, 31, 33, 0.2619047619047619, 
keyboard, 5, 39, 31, 0.11363636363636363, 
oven, 21, 29, 25, 0.42, 
bear, 6, 34, 35, 0.15, 
bird, 12, 28, 35, 0.3, 
bottle, 29, 28, 18, 0.5087719298245614, 
cat, 13, 34, 28, 0.2765957446808511, 
clock, 45, 17, 13, 0.7258064516129032, 
elephant, 3, 29, 43, 0.09375, 
knife, 2, 35, 38, 0.05405405405405406, 
truck, 23, 32, 20, 0.41818181818181815, 
