Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 256,309,635,0.45309734513274336,
airplane, 19, 17, 39, 0.5277777777777778, 
bicycle, 7, 21, 47, 0.25, 
boat, 4, 26, 45, 0.13333333333333333, 
car, 15, 23, 37, 0.39473684210526316, 
chair, 17, 14, 44, 0.5483870967741935, 
dog, 10, 19, 46, 0.3448275862068966, 
keyboard, 7, 20, 48, 0.25925925925925924, 
oven, 17, 21, 37, 0.4473684210526316, 
bear, 6, 13, 56, 0.3157894736842105, 
bird, 20, 28, 27, 0.4166666666666667, 
bottle, 42, 13, 20, 0.7636363636363637, 
cat, 23, 15, 37, 0.6052631578947368, 
clock, 53, 7, 15, 0.8833333333333333, 
elephant, 7, 17, 51, 0.2916666666666667, 
knife, 4, 24, 47, 0.14285714285714285, 
truck, 5, 31, 39, 0.1388888888888889, 
