Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 192,634,374,0.2324455205811138,
airplane, 6, 41, 28, 0.1276595744680851, 
bicycle, 10, 34, 31, 0.22727272727272727, 
boat, 12, 40, 23, 0.23076923076923078, 
car, 28, 34, 13, 0.45161290322580644, 
chair, 3, 40, 32, 0.06976744186046512, 
dog, 7, 48, 20, 0.12727272727272726, 
keyboard, 10, 41, 24, 0.19607843137254902, 
oven, 10, 32, 33, 0.23809523809523808, 
bear, 3, 45, 27, 0.0625, 
bird, 1, 49, 25, 0.02, 
bottle, 27, 41, 7, 0.39705882352941174, 
cat, 13, 42, 20, 0.23636363636363636, 
clock, 45, 17, 13, 0.7258064516129032, 
elephant, 2, 38, 35, 0.05, 
knife, 0, 52, 23, 0.0, 
truck, 15, 40, 20, 0.2727272727272727, 
