Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 187,505,508,0.2702312138728324,
airplane, 2, 37, 36, 0.05128205128205128, 
bicycle, 9, 29, 37, 0.23684210526315788, 
boat, 3, 39, 33, 0.07142857142857142, 
car, 19, 30, 26, 0.3877551020408163, 
chair, 7, 31, 37, 0.18421052631578946, 
dog, 9, 29, 37, 0.23684210526315788, 
keyboard, 6, 45, 24, 0.11764705882352941, 
oven, 11, 24, 40, 0.3142857142857143, 
bear, 3, 37, 35, 0.075, 
bird, 2, 38, 35, 0.05, 
bottle, 36, 25, 14, 0.5901639344262295, 
cat, 8, 31, 36, 0.20512820512820512, 
clock, 43, 13, 19, 0.7678571428571429, 
elephant, 5, 32, 38, 0.13513513513513514, 
knife, 3, 32, 40, 0.08571428571428572, 
truck, 21, 33, 21, 0.3888888888888889, 
