Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 222,546,432,0.2890625,
airplane, 3, 34, 38, 0.08108108108108109, 
bicycle, 19, 20, 36, 0.48717948717948717, 
boat, 4, 40, 31, 0.09090909090909091, 
car, 30, 27, 18, 0.5263157894736842, 
chair, 13, 27, 35, 0.325, 
dog, 4, 38, 33, 0.09523809523809523, 
keyboard, 2, 44, 29, 0.043478260869565216, 
oven, 20, 29, 26, 0.40816326530612246, 
bear, 2, 43, 30, 0.044444444444444446, 
bird, 2, 42, 31, 0.045454545454545456, 
bottle, 31, 30, 14, 0.5081967213114754, 
cat, 14, 40, 21, 0.25925925925925924, 
clock, 44, 13, 18, 0.7719298245614035, 
elephant, 6, 41, 28, 0.1276595744680851, 
knife, 1, 47, 27, 0.020833333333333332, 
truck, 27, 31, 17, 0.46551724137931033, 
