Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 203,558,439,0.266754270696452,
airplane, 2, 35, 38, 0.05405405405405406, 
bicycle, 10, 30, 35, 0.25, 
boat, 6, 38, 31, 0.13636363636363635, 
car, 26, 23, 26, 0.5306122448979592, 
chair, 6, 34, 35, 0.15, 
dog, 9, 33, 33, 0.21428571428571427, 
keyboard, 9, 43, 23, 0.17307692307692307, 
oven, 15, 32, 28, 0.3191489361702128, 
bear, 3, 42, 30, 0.06666666666666667, 
bird, 6, 44, 25, 0.12, 
bottle, 29, 36, 10, 0.4461538461538462, 
cat, 8, 38, 29, 0.17391304347826086, 
clock, 40, 19, 16, 0.6779661016949152, 
elephant, 3, 40, 32, 0.06976744186046512, 
knife, 1, 41, 33, 0.023809523809523808, 
truck, 30, 30, 15, 0.5, 
