Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 199,551,450,0.2653333333333333,
airplane, 3, 35, 37, 0.07894736842105263, 
bicycle, 9, 33, 33, 0.21428571428571427, 
boat, 0, 42, 33, 0.0, 
car, 28, 26, 21, 0.5185185185185185, 
chair, 1, 33, 41, 0.029411764705882353, 
dog, 7, 36, 32, 0.16279069767441862, 
keyboard, 13, 38, 24, 0.2549019607843137, 
oven, 17, 30, 28, 0.3617021276595745, 
bear, 3, 41, 31, 0.06818181818181818, 
bird, 0, 41, 34, 0.0, 
bottle, 37, 30, 8, 0.5522388059701493, 
cat, 10, 35, 30, 0.2222222222222222, 
clock, 43, 14, 18, 0.7543859649122807, 
elephant, 4, 35, 36, 0.10256410256410256, 
knife, 0, 48, 27, 0.0, 
truck, 24, 34, 17, 0.41379310344827586, 
