Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 176,656,368,0.21153846153846154,
airplane, 3, 39, 33, 0.07142857142857142, 
bicycle, 8, 34, 33, 0.19047619047619047, 
boat, 1, 44, 30, 0.022222222222222223, 
car, 20, 39, 16, 0.3389830508474576, 
chair, 7, 39, 29, 0.15217391304347827, 
dog, 6, 40, 29, 0.13043478260869565, 
keyboard, 7, 54, 14, 0.11475409836065574, 
oven, 4, 42, 29, 0.08695652173913043, 
bear, 5, 46, 24, 0.09803921568627451, 
bird, 3, 48, 24, 0.058823529411764705, 
bottle, 32, 30, 13, 0.5161290322580645, 
cat, 10, 48, 17, 0.1724137931034483, 
clock, 39, 21, 15, 0.65, 
elephant, 2, 46, 27, 0.041666666666666664, 
knife, 5, 44, 26, 0.10204081632653061, 
truck, 24, 42, 9, 0.36363636363636365, 
