Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 256,391,553,0.3956723338485317,
airplane, 5, 30, 40, 0.14285714285714285, 
bicycle, 23, 17, 35, 0.575, 
boat, 9, 29, 37, 0.23684210526315788, 
car, 27, 19, 29, 0.5869565217391305, 
chair, 11, 23, 41, 0.3235294117647059, 
dog, 1, 26, 48, 0.037037037037037035, 
keyboard, 4, 37, 34, 0.0975609756097561, 
oven, 14, 20, 41, 0.4117647058823529, 
bear, 5, 31, 39, 0.1388888888888889, 
bird, 12, 27, 36, 0.3076923076923077, 
bottle, 40, 20, 15, 0.6666666666666666, 
cat, 17, 21, 37, 0.4473684210526316, 
clock, 50, 9, 16, 0.847457627118644, 
elephant, 10, 23, 42, 0.30303030303030304, 
knife, 2, 32, 41, 0.058823529411764705, 
truck, 26, 27, 22, 0.49056603773584906, 
