Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 217,512,471,0.29766803840877915,
airplane, 5, 32, 38, 0.13513513513513514, 
bicycle, 15, 24, 36, 0.38461538461538464, 
boat, 7, 33, 35, 0.175, 
car, 27, 28, 20, 0.4909090909090909, 
chair, 6, 35, 34, 0.14634146341463414, 
dog, 7, 34, 34, 0.17073170731707318, 
keyboard, 4, 44, 27, 0.08333333333333333, 
oven, 12, 26, 37, 0.3157894736842105, 
bear, 4, 37, 34, 0.0975609756097561, 
bird, 2, 43, 30, 0.044444444444444446, 
bottle, 35, 25, 15, 0.5833333333333334, 
cat, 11, 35, 29, 0.2391304347826087, 
clock, 52, 8, 15, 0.8666666666666667, 
elephant, 3, 32, 40, 0.08571428571428572, 
knife, 3, 42, 30, 0.06666666666666667, 
truck, 24, 34, 17, 0.41379310344827586, 
