Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 219,291,690,0.4294117647058823,
airplane, 3, 19, 53, 0.13636363636363635, 
bicycle, 20, 14, 41, 0.5882352941176471, 
boat, 9, 18, 48, 0.3333333333333333, 
car, 16, 18, 41, 0.47058823529411764, 
chair, 26, 10, 39, 0.7222222222222222, 
dog, 6, 19, 50, 0.24, 
keyboard, 3, 26, 46, 0.10344827586206896, 
oven, 26, 16, 33, 0.6190476190476191, 
bear, 2, 19, 54, 0.09523809523809523, 
bird, 13, 23, 39, 0.3611111111111111, 
bottle, 21, 19, 35, 0.525, 
cat, 22, 12, 41, 0.6470588235294118, 
clock, 21, 15, 39, 0.5833333333333334, 
elephant, 8, 18, 49, 0.3076923076923077, 
knife, 1, 22, 52, 0.043478260869565216, 
truck, 22, 23, 30, 0.4888888888888889, 
