Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 202,632,366,0.2422062350119904,
airplane, 4, 41, 30, 0.08888888888888889, 
bicycle, 15, 37, 23, 0.28846153846153844, 
boat, 2, 47, 26, 0.04081632653061224, 
car, 23, 35, 17, 0.39655172413793105, 
chair, 9, 41, 25, 0.18, 
dog, 9, 42, 24, 0.17647058823529413, 
keyboard, 11, 45, 19, 0.19642857142857142, 
oven, 6, 36, 33, 0.14285714285714285, 
bear, 4, 43, 28, 0.0851063829787234, 
bird, 4, 44, 27, 0.08333333333333333, 
bottle, 30, 30, 15, 0.5, 
cat, 12, 41, 22, 0.22641509433962265, 
clock, 44, 15, 16, 0.7457627118644068, 
elephant, 4, 47, 24, 0.0784313725490196, 
knife, 5, 46, 24, 0.09803921568627451, 
truck, 20, 42, 13, 0.3225806451612903, 
