Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 214,451,535,0.3218045112781955,
airplane, 4, 36, 35, 0.1, 
bicycle, 18, 25, 32, 0.4186046511627907, 
boat, 3, 27, 45, 0.1, 
car, 20, 22, 33, 0.47619047619047616, 
chair, 23, 24, 28, 0.48936170212765956, 
dog, 9, 31, 35, 0.225, 
keyboard, 7, 35, 33, 0.16666666666666666, 
oven, 7, 27, 41, 0.20588235294117646, 
bear, 1, 31, 43, 0.03125, 
bird, 7, 34, 34, 0.17073170731707318, 
bottle, 25, 26, 24, 0.49019607843137253, 
cat, 11, 31, 33, 0.2619047619047619, 
clock, 45, 15, 15, 0.75, 
elephant, 3, 33, 39, 0.08333333333333333, 
knife, 1, 30, 44, 0.03225806451612903, 
truck, 30, 24, 21, 0.5555555555555556, 
