Category, Shape_Choices, Texture_Choices, Other_Choices, Shape_Bias,
Total, 232, 491, 477, 0.32088520055325037, 
airplane, 0, 33, 42, 0.0, 
bicycle, 17, 23, 35, 0.425, 
boat, 4, 41, 30, 0.08888888888888889, 
car, 32, 28, 15, 0.5333333333333333, 
chair, 12, 23, 40, 0.34285714285714286, 
dog, 10, 31, 34, 0.24390243902439024, 
keyboard, 8, 44, 23, 0.15384615384615385, 
oven, 16, 26, 33, 0.38095238095238093, 
bear, 4, 33, 38, 0.10810810810810811, 
bird, 7, 37, 31, 0.1590909090909091, 
bottle, 34, 29, 12, 0.5396825396825397, 
cat, 6, 35, 34, 0.14634146341463414, 
clock, 52, 10, 13, 0.8387096774193549, 
elephant, 4, 34, 37, 0.10526315789473684, 
knife, 6, 33, 36, 0.15384615384615385, 
truck, 20, 31, 24, 0.39215686274509803, 
