Category,Shape_Choices,Texture_Choices,Other_Choices,Shape_Bias,
Total, 200,508,492,0.2824858757062147,
airplane, 6, 34, 35, 0.15, 
bicycle, 15, 27, 33, 0.35714285714285715, 
boat, 3, 32, 40, 0.08571428571428572, 
car, 24, 32, 19, 0.42857142857142855, 
chair, 11, 27, 37, 0.2894736842105263, 
dog, 5, 32, 38, 0.13513513513513514, 
keyboard, 21, 32, 22, 0.39622641509433965, 
oven, 10, 28, 37, 0.2631578947368421, 
bear, 3, 41, 31, 0.06818181818181818, 
bird, 7, 43, 25, 0.14, 
bottle, 19, 29, 27, 0.3958333333333333, 
cat, 9, 35, 31, 0.20454545454545456, 
clock, 45, 14, 16, 0.7627118644067796, 
elephant, 7, 32, 36, 0.1794871794871795, 
knife, 3, 40, 32, 0.06976744186046512, 
truck, 12, 30, 33, 0.2857142857142857, 
